cn1,mc1,mc2,mi_idx1,mi_idx2,ml,|2040492.000000|1885292.000000
cn1,mc1,mc2,mi_idx1,ml,t1,|1324977.000000|1324977.000000
cn1,mc1,mc2,mi_idx1,ml,t2,|176682.000000|234655.000000
cn1,it2,mc1,mi_idx1,mi_idx2,ml,|3054.000000|1821.000000
cn1,mc1,mi_idx1,mi_idx2,ml,t1,|205806.000000|205806.000000
cn1,mc1,mi_idx1,mi_idx2,ml,t2,|32565.000000|36449.000000
cn1,kt1,mc1,mi_idx1,ml,t1,|129198.000000|5176.000000
cn1,mc1,mi_idx1,ml,t1,t2,|28632.000000|30557.000000
cn1,kt2,mc1,mi_idx1,ml,t2,|2439.000000|859.000000
cn1,kt1,kt2,mc1,mi_idx1,t1,|NO MATCH
cn1,cn2,lt,mc1,mc2,ml,|12584.000000|12584.000000
cn1,lt,mc1,mc2,mi_idx2,ml,|18437.000000|17906.000000
cn1,lt,mc1,mc2,ml,t1,|12584.000000|12584.000000
cn1,lt,mc1,mc2,ml,t2,|972.000000|2229.000000
cn1,it2,lt,mc1,mi_idx2,ml,|15.000000|27.000000
cn1,lt,mc1,mi_idx2,ml,t1,|3002.000000|3002.000000
cn1,lt,mc1,mi_idx2,ml,t2,|234.000000|532.000000
cn1,kt1,lt,mc1,ml,t1,|1988.000000|67.000000
cn1,lt,mc1,ml,t1,t2,|151.000000|395.000000
cn1,kt2,lt,mc1,ml,t2,|59.000000|5.000000
cn1,cn2,mc1,mc2,mi_idx2,ml,|733436.000000|676063.000000
cn1,cn2,mc1,mc2,ml,t1,|475135.000000|475135.000000
cn1,cn2,mc1,mc2,ml,t2,|62366.000000|84147.000000
cn1,it2,mc1,mc2,mi_idx2,ml,|5096.000000|6491.000000
cn1,mc1,mc2,mi_idx2,ml,t1,|733436.000000|733436.000000
cn1,mc1,mc2,mi_idx2,ml,t2,|87611.000000|129892.000000
cn1,kt1,mc1,mc2,ml,t1,|197469.000000|14254.000000
cn1,mc1,mc2,ml,t1,t2,|62366.000000|84147.000000
cn1,kt2,mc1,mc2,ml,t2,|8244.000000|1871.000000
cn1,it1,it2,mc1,mi_idx2,ml,|NO MATCH
cn1,it2,mc1,mi_idx2,ml,t1,|1052.000000|1052.000000
cn1,it2,mc1,mi_idx2,ml,t2,|312.000000|186.000000
cn1,kt1,mc1,mi_idx2,ml,t1,|47421.000000|2154.000000
cn1,mc1,mi_idx2,ml,t1,t2,|11276.000000|12713.000000
cn1,kt2,mc1,mi_idx2,ml,t2,|1339.000000|338.000000
cn1,kt1,kt2,mc1,ml,t1,|NO MATCH
cn1,kt1,mc1,ml,t1,t2,|8539.000000|7675.000000
cn1,kt2,mc1,ml,t1,t2,|955.000000|294.000000
cn1,kt1,kt2,mc1,ml,t2,|NO MATCH
cn1,kt1,kt2,mc1,t1,t2,|NO MATCH
cn2,it1,it2,mc2,mi_idx1,mi_idx2,|NO MATCH
cn2,it1,it2,mc2,mi_idx2,ml,|NO MATCH
cn2,it1,it2,mc2,mi_idx2,t2,|NO MATCH
cn2,it2,lt,mc2,mi_idx2,ml,|68.000000|431.000000
cn2,it2,mc1,mc2,mi_idx2,ml,|15340.000000|22821.000000
cn2,it2,mc2,mi_idx1,mi_idx2,ml,|7473.000000|13158.000000
cn2,it2,mc2,mi_idx2,ml,t1,|4537.000000|4537.000000
cn2,it2,mc2,mi_idx2,ml,t2,|1616.000000|804.000000
cn2,it2,kt2,mc2,mi_idx2,t2,|2507.000000|350.000000
cn2,lt,mc1,mc2,mi_idx2,ml,|70336.000000|62051.000000
cn2,lt,mc2,mi_idx1,mi_idx2,ml,|35499.000000|35776.000000
cn2,lt,mc2,mi_idx2,ml,t1,|12336.000000|12336.000000
cn2,lt,mc2,mi_idx2,ml,t2,|1135.000000|2185.000000
cn2,mc1,mc2,mi_idx1,mi_idx2,ml,|3875118.000000|3996927.000000
cn2,mc1,mc2,mi_idx2,ml,t1,|1378204.000000|1378204.000000
cn2,mc1,mc2,mi_idx2,ml,t2,|218122.000000|244082.000000
cn2,it1,mc2,mi_idx1,mi_idx2,ml,|323240.000000|8582.000000
cn2,mc2,mi_idx1,mi_idx2,ml,t1,|969720.000000|969720.000000
cn2,mc2,mi_idx1,mi_idx2,ml,t2,|89133.000000|171739.000000
cn2,kt1,mc2,mi_idx2,ml,t1,|68024.000000|16475.000000
cn2,mc2,mi_idx2,ml,t1,t2,|58361.000000|97256.000000
cn2,kt2,mc2,mi_idx2,ml,t2,|9221.000000|1751.000000
cn2,kt1,kt2,mc2,mi_idx2,t2,|NO MATCH
cn2,lt,mc1,mc2,mi_idx1,ml,|150015.000000|148465.000000
cn2,lt,mc1,mc2,ml,t1,|51193.000000|51193.000000
cn2,lt,mc1,mc2,ml,t2,|5790.000000|9066.000000
cn2,it1,lt,mc2,mi_idx1,ml,|8624.000000|229.000000
cn2,lt,mc2,mi_idx1,ml,t1,|25872.000000|25872.000000
cn2,lt,mc2,mi_idx1,ml,t2,|2364.000000|4582.000000
cn2,kt1,lt,mc2,ml,t1,|4890.000000|276.000000
cn2,lt,mc2,ml,t1,t2,|871.000000|1631.000000
cn2,kt2,lt,mc2,ml,t2,|366.000000|26.000000
cn2,it1,mc1,mc2,mi_idx1,ml,|866948.000000|23016.000000
cn2,mc1,mc2,mi_idx1,ml,t1,|2600844.000000|2600844.000000
cn2,mc1,mc2,mi_idx1,ml,t2,|448707.000000|460613.000000
cn2,kt1,mc1,mc2,ml,t1,|477867.000000|27709.000000
cn2,mc1,mc2,ml,t1,t2,|157768.000000|163575.000000
cn2,kt2,mc1,mc2,ml,t2,|18848.000000|4733.000000
cn2,it1,it2,mc2,mi_idx1,ml,|NO MATCH
cn2,it1,mc2,mi_idx1,ml,t1,|205317.000000|205317.000000
cn2,it1,mc2,mi_idx1,ml,t2,|20560.000000|36362.000000
cn2,kt1,mc2,mi_idx1,ml,t1,|140187.000000|18479.000000
cn2,mc2,mi_idx1,ml,t1,t2,|61680.000000|109086.000000
cn2,kt2,mc2,mi_idx1,ml,t2,|13914.000000|1850.000000
cn2,kt1,kt2,mc2,ml,t1,|NO MATCH
cn2,kt1,mc2,ml,t1,t2,|9768.000000|8815.000000
cn2,kt2,mc2,ml,t1,t2,|6685.000000|1177.000000
cn2,kt1,kt2,mc2,ml,t2,|NO MATCH
cn2,kt1,kt2,mc2,t1,t2,|NO MATCH
