kt2,mc2,ml,t2,|1321.000000|115.000000
kt2,mi_idx2,ml,t2,|358.000000|33.000000
kt2,lt,ml,t2,|20.000000|1.000000
kt2,mc1,ml,t2,|880.000000|1363.000000
kt2,mi_idx1,ml,t2,|540.000000|786.000000
kt2,ml,t1,t2,|271.000000|271.000000
lt,mc1,mc2,ml,|51193.000000|50793.000000
lt,mc1,mi_idx1,ml,|29022.000000|29285.000000
lt,mc1,mi_idx2,ml,|13067.000000|14368.000000
lt,mc1,ml,t1,|10098.000000|10098.000000
lt,mc1,ml,t2,|181.000000|488.000000
lt,mc2,mi_idx1,ml,|25872.000000|26704.000000
lt,mc2,mi_idx2,ml,|12336.000000|13102.000000
lt,mc2,ml,t1,|9208.000000|9208.000000
lt,mc2,ml,t2,|128.000000|445.000000
lt,mi_idx1,mi_idx2,ml,|8235.000000|8811.000000
lt,mi_idx1,ml,t1,|6192.000000|6192.000000
lt,mi_idx1,ml,t2,|75.000000|299.000000
lt,mi_idx2,ml,t1,|2902.000000|2902.000000
lt,mi_idx2,ml,t2,|50.000000|140.000000
lt,ml,t1,t2,|37.000000|112.000000
mc1,mc2,mi_idx1,ml,|2600844.000000|2147134.000000
mc1,mi_idx1,mi_idx2,ml,|469074.000000|607375.000000
mc1,mi_idx1,ml,t1,|426861.000000|426861.000000
mc1,mi_idx1,ml,t2,|24936.000000|20646.000000
mc1,mc2,mi_idx2,ml,|1378204.000000|1314212.000000
mc1,mc2,ml,t1,|923624.000000|923624.000000
mc1,mc2,ml,t2,|41820.000000|44673.000000
mc1,mi_idx2,ml,t1,|163259.000000|163259.000000
mc1,mi_idx2,ml,t2,|9813.000000|7896.000000
mc1,ml,t1,t2,|8570.000000|7164.000000
mc2,mi_idx1,mi_idx2,ml,|969720.000000|1592595.000000
mc2,mi_idx2,ml,t1,|549152.000000|549152.000000
mc2,mi_idx2,ml,t2,|13931.000000|26561.000000
mc2,mi_idx1,ml,t1,|615951.000000|615951.000000
mc2,mi_idx1,ml,t2,|14697.000000|29792.000000
mc2,ml,t1,t2,|9343.000000|16852.000000
mi_idx1,mi_idx2,ml,t1,|77481.000000|77481.000000
mi_idx1,mi_idx2,ml,t2,|2616.000000|3748.000000
mi_idx1,ml,t1,t2,|2235.000000|3031.000000
mi_idx2,ml,t1,t2,|1321.000000|1836.000000
cn1,it1,it2,mc1,mi_idx1,|NO MATCH
cn1,it1,mc1,mi_idx1,ml,|13204.000000|2750.000000
cn1,it1,mc1,mi_idx1,t1,|43631.000000|43631.000000
cn1,lt,mc1,mi_idx1,ml,|1431.000000|198.000000
cn1,mc1,mc2,mi_idx1,ml,|191712.000000|199250.000000
cn1,mc1,mi_idx1,mi_idx2,ml,|43797.000000|56363.000000
cn1,mc1,mi_idx1,ml,t1,|39612.000000|39612.000000
cn1,mc1,mi_idx1,ml,t2,|2832.000000|1916.000000
cn1,kt1,mc1,mi_idx1,t1,|10125.000000|3945.000000
cn1,lt,mc1,mc2,ml,|2570.000000|2570.000000
cn1,lt,mc1,mi_idx2,ml,|620.000000|727.000000
cn1,lt,mc1,ml,t1,|511.000000|511.000000
cn1,lt,mc1,ml,t2,|10.000000|25.000000
cn1,cn2,mc1,mc2,ml,|73695.000000|73695.000000
cn1,mc1,mc2,mi_idx2,ml,|105559.000000|104860.000000
cn1,mc1,mc2,ml,t1,|73695.000000|73695.000000
cn1,mc1,mc2,ml,t2,|4651.000000|3564.000000
cn1,it2,mc1,mi_idx2,ml,|285.000000|139.000000
cn1,mc1,mi_idx2,ml,t1,|15653.000000|15653.000000
cn1,mc1,mi_idx2,ml,t2,|1100.000000|757.000000
cn1,kt1,mc1,ml,t1,|12617.000000|421.000000
cn1,mc1,ml,t1,t2,|1012.000000|678.000000
cn1,kt2,mc1,ml,t2,|33.000000|30.000000
cn1,kt1,kt2,mc1,t1,|NO MATCH
cn2,it1,it2,mc2,mi_idx2,|NO MATCH
cn2,it2,mc2,mi_idx2,ml,|4537.000000|3091.000000
cn2,it2,mc2,mi_idx2,t2,|2787.000000|2372.000000
cn2,lt,mc2,mi_idx2,ml,|12336.000000|2746.000000
cn2,mc1,mc2,mi_idx2,ml,|1378204.000000|2762264.000000
cn2,mc2,mi_idx1,mi_idx2,ml,|969720.000000|1592595.000000
cn2,mc2,mi_idx2,ml,t1,|549152.000000|549152.000000
cn2,mc2,mi_idx2,ml,t2,|13931.000000|26561.000000
cn2,kt2,mc2,mi_idx2,t2,|8721.000000|2586.000000
cn2,lt,mc1,mc2,ml,|51193.000000|46317.000000
cn2,lt,mc2,mi_idx1,ml,|25872.000000|26704.000000
cn2,lt,mc2,ml,t1,|9208.000000|9208.000000
cn2,lt,mc2,ml,t2,|128.000000|445.000000
cn2,mc1,mc2,mi_idx1,ml,|2600844.000000|2678600.000000
cn2,mc1,mc2,ml,t1,|923624.000000|923624.000000
cn2,mc1,mc2,ml,t2,|41820.000000|44673.000000
cn2,it1,mc2,mi_idx1,ml,|205317.000000|5451.000000
cn2,mc2,mi_idx1,ml,t1,|615951.000000|615951.000000
cn2,mc2,mi_idx1,ml,t2,|14697.000000|29792.000000
cn2,kt1,mc2,ml,t1,|49771.000000|10452.000000
cn2,mc2,ml,t1,t2,|9343.000000|16852.000000
cn2,kt2,mc2,ml,t2,|1321.000000|280.000000
cn2,kt1,kt2,mc2,t2,|NO MATCH
